,dt,dispatch_time,order_id
447,20221017,1665977114,221544
448,20221017,1665977114,387341
449,20221017,1665977114,168127
450,20221017,1665977114,304466
451,20221017,1665977114,119647
452,20221017,1665977114,12968
453,20221017,1665977114,247695
454,20221017,1665977114,79831
455,20221017,1665977114,32109
456,20221017,1665977114,329455
457,20221017,1665977114,496028
458,20221017,1665977114,262064
459,20221017,1665977114,137870
460,20221017,1665977114,329452
461,20221017,1665977114,542954
462,20221017,1665977114,54612
463,20221017,1665977114,81
464,20221017,1665977114,76562
465,20221017,1665977114,298823
466,20221017,1665977114,9736
467,20221017,1665977114,28936
468,20221017,1665977114,475321
469,20221017,1665977114,456867
470,20221017,1665977114,70327
471,20221017,1665977114,101600
472,20221017,1665977114,490842
473,20221017,1665977114,16105
474,20221017,1665977114,60888
475,20221017,1665977114,147015
476,20221017,1665977114,51476
477,20221017,1665977114,262059
478,20221017,1665977114,371033
479,20221017,1665977114,264842
480,20221017,1665977114,282025
481,20221017,1665977114,419684
482,20221017,1665977114,346096
483,20221017,1665977114,82943
484,20221017,1665977114,35369
485,20221017,1665977114,301604
486,20221017,1665977114,276282
487,20221017,1665977114,140927
488,20221017,1665977114,89126
489,20221017,1665977114,45044
490,20221017,1665977114,25832
491,20221017,1665977114,95400
492,20221017,1665977114,67174
493,20221017,1665977114,304463
494,20221017,1665977114,435615
495,20221017,1665977114,70306
496,20221017,1665977114,443680
497,20221017,1665977114,241865
498,20221017,1665977114,408975
499,20221017,1665977114,403635
500,20221017,1665977114,215717
501,20221017,1665977114,373806
502,20221017,1665977114,496022
503,20221017,1665977114,259147
504,20221017,1665977114,51465
505,20221017,1665977114,293221
506,20221017,1665977114,456860
507,20221017,1665977114,307305
508,20221017,1665977114,191949
509,20221017,1665977114,247694
510,20221017,1665977114,41765
511,20221017,1665977114,16101
512,20221017,1665977114,462107
513,20221017,1665977114,177214
514,20221017,1665977114,522089
515,20221017,1665977114,212732
516,20221017,1665977114,334978
517,20221017,1665977114,82942
518,20221017,1665977114,128725
519,20221017,1665977114,427561
520,20221017,1665977114,273391
521,20221017,1665977114,262062
522,20221017,1665977114,313016
523,20221017,1665977114,264848
524,20221017,1665977114,85996
525,20221017,1665977114,45058
526,20221017,1665977114,480553
527,20221017,1665977114,212717
528,20221017,1665977114,477926
529,20221017,1665977114,177196
530,20221017,1665977114,440995
531,20221017,1665977114,398167
532,20221017,1665977114,390041
533,20221017,1665977114,550615
534,20221017,1665977114,73397
535,20221017,1665977114,381842
536,20221017,1665977114,501217
537,20221017,1665977114,555819
538,20221017,1665977114,340511
539,20221017,1665977114,95403
540,20221017,1665977114,79835
541,20221017,1665977114,522100
542,20221017,1665977114,290385
543,20221017,1665977114,107545
544,20221017,1665977114,427562
545,20221017,1665977114,200773
546,20221017,1665977114,446268
547,20221017,1665977114,416990
548,20221017,1665977114,424990
549,20221017,1665977114,542956
550,20221017,1665977114,147012
551,20221017,1665977114,527300
552,20221017,1665977114,424991
553,20221017,1665977114,32121
554,20221017,1665977114,162152
555,20221017,1665977114,113674
556,20221017,1665977114,89131
557,20221017,1665977114,315755
558,20221017,1665977114,194876
559,20221017,1665977114,304467
560,20221017,1665977114,276286
561,20221017,1665977114,293212
562,20221017,1665977114,19404
563,20221017,1665977114,125697
564,20221017,1665977114,259128
565,20221017,1665977114,45059
566,20221017,1665977114,419686
567,20221017,1665977114,28943
568,20221017,1665977114,537887
569,20221017,1665977114,315757
570,20221017,1665977114,454283
571,20221017,1665977114,522102
572,20221017,1665977114,532608
573,20221017,1665977114,498616
574,20221017,1665977114,315753
575,20221017,1665977114,241877
576,20221017,1665977114,212735
577,20221017,1665977114,22591
578,20221017,1665977114,122663
579,20221017,1665977114,25833
580,20221017,1665977114,51477
581,20221017,1665977114,537933
582,20221017,1665977114,371042
583,20221017,1665977114,168142
584,20221017,1665977114,57732
585,20221017,1665977114,19393
586,20221017,1665977114,168128
587,20221017,1665977114,60882
588,20221017,1665977114,203736
589,20221017,1665977114,57725
590,20221017,1665977114,427563
591,20221017,1665977114,392747
592,20221017,1665977114,45051
593,20221017,1665977114,35371
594,20221017,1665977114,147013
595,20221017,1665977114,116618
596,20221017,1665977114,488203
597,20221017,1665977114,446269
598,20221017,1665977114,561037
599,20221017,1665977114,522101
600,20221017,1665977114,162154
601,20221017,1665977114,122662
602,20221017,1665977114,301697
603,20221017,1665977114,98375
604,20221017,1665977114,28940
605,20221017,1665977114,35363
606,20221017,1665977114,454281
607,20221017,1665977114,159026
608,20221017,1665977114,171189
609,20221017,1665977114,244728
610,20221017,1665977114,171195
611,20221017,1665977114,16090
612,20221017,1665977114,403633
613,20221017,1665977114,206682
614,20221017,1665977114,153047
615,20221017,1665977114,197824
616,20221017,1665977114,244691
617,20221017,1665977114,558416
618,20221017,1665977114,563528
619,20221017,1665977114,435628
620,20221017,1665977114,107539
621,20221017,1665977114,548101
622,20221017,1665977114,63978
623,20221017,1665977114,323980
624,20221017,1665977114,241885
625,20221017,1665977114,67172
626,20221017,1665977114,459489
627,20221017,1665977114,427564
628,20221017,1665977114,359999
629,20221017,1665977114,555829
630,20221017,1665977114,392760
631,20221017,1665977114,392744
632,20221017,1665977114,236059
633,20221017,1665977114,32122
634,20221017,1665977114,368319
635,20221017,1665977114,203744
636,20221017,1665977114,6492
637,20221017,1665977114,253378
638,20221017,1665977114,483073
639,20221017,1665977114,41767
640,20221017,1665977114,432911
641,20221017,1665977114,334979
642,20221017,1665977114,524715
643,20221017,1665977114,472666
644,20221017,1665977114,419685
645,20221017,1665977114,446270
646,20221017,1665977114,259151
647,20221017,1665977114,379186
648,20221017,1665977114,406340
649,20221017,1665977114,483072
650,20221017,1665977114,506461
651,20221017,1665977114,140946
652,20221017,1665977114,218641
653,20221017,1665977114,310178
654,20221017,1665977114,259150
655,20221017,1665977114,119650
656,20221017,1665977114,191947
657,20221017,1665977114,85999
658,20221017,1665977234,149995
659,20221017,1665977234,194877
660,20221017,1665977234,110599
661,20221017,1665977234,35356
662,20221017,1665977234,403620
663,20221017,1665977234,503893
664,20221017,1665977234,464707
665,20221017,1665977234,25847
666,20221017,1665977234,67176
667,20221017,1665977234,107544
668,20221017,1665977234,171185
669,20221017,1665977234,32114
670,20221017,1665977234,3222
671,20221017,1665977234,177198
672,20221017,1665977234,60881
673,20221017,1665977234,545546
674,20221017,1665977234,41760
675,20221017,1665977234,79836
676,20221017,1665977234,60877
677,20221017,1665977234,38498
678,20221017,1665977234,416984
679,20221017,1665977234,153053
680,20221017,1665977234,101597
681,20221017,1665977234,32116
682,20221017,1665977234,555822
683,20221017,1665977234,555830
684,20221017,1665977234,548141
685,20221017,1665977234,19397
686,20221017,1665977234,376548
687,20221017,1665977234,351616
688,20221017,1665977234,156046
689,20221017,1665977234,290386
690,20221017,1665977234,456866
691,20221017,1665977234,390042
692,20221017,1665977234,236065
693,20221017,1665977234,70296
694,20221017,1665977234,270504
695,20221017,1665977234,408977
696,20221017,1665977234,57
697,20221017,1665977234,550667
698,20221017,1665977234,535226
699,20221017,1665977234,276279
700,20221017,1665977234,250584
701,20221017,1665977234,32112
702,20221017,1665977234,267692
703,20221017,1665977234,270518
704,20221017,1665977234,191942
705,20221017,1665977234,156033
706,20221017,1665977234,273394
707,20221017,1665977234,150002
708,20221017,1665977234,48308
709,20221017,1665977234,159016
710,20221017,1665977234,270520
711,20221017,1665977234,488210
712,20221017,1665977234,519399
713,20221017,1665977234,35357
714,20221017,1665977234,122658
715,20221017,1665977234,368312
716,20221017,1665977234,64003
717,20221017,1665977234,3223
718,20221017,1665977234,107546
719,20221017,1665977234,9716
720,20221017,1665977234,215718
721,20221017,1665977234,334980
722,20221017,1665977234,209758
723,20221017,1665977234,256236
724,20221017,1665977234,253379
725,20221017,1665977234,392761
726,20221017,1665977234,323982
727,20221017,1665977234,250582
728,20221017,1665977234,177199
729,20221017,1665977234,424983
730,20221017,1665977234,323981
731,20221017,1665977234,253380
732,20221017,1665977234,326750
733,20221017,1665977234,6494
734,20221017,1665977234,67153
735,20221017,1665977234,403632
736,20221017,1665977234,153050
737,20221017,1665977234,480563
738,20221017,1665977234,165198
739,20221017,1665977234,215721
740,20221017,1665977234,376544
741,20221017,1665977234,57733
742,20221017,1665977234,262047
743,20221017,1665977234,464708
744,20221017,1665977234,45042
745,20221017,1665977234,256237
746,20221017,1665977234,158982
747,20221017,1665977234,233030
748,20221017,1665977234,241884
749,20221017,1665977234,3215
750,20221017,1665977234,273392
751,20221017,1665977234,540437
752,20221017,1665977234,343388
753,20221017,1665977234,276288
754,20221017,1665977234,183208
755,20221017,1665977234,493450
756,20221017,1665977234,168132
757,20221017,1665977234,318434
758,20221017,1665977234,451746
759,20221017,1665977234,400940
760,20221017,1665977234,89133
761,20221017,1665977234,514350
762,20221017,1665977234,509054
763,20221017,1665977234,403634
764,20221017,1665977234,92256
765,20221017,1665977234,162156
766,20221017,1665977234,156045
767,20221017,1665977234,84
768,20221017,1665977234,310180
769,20221017,1665977234,180230
770,20221017,1665977234,430255
771,20221017,1665977234,555825
772,20221017,1665977234,368316
773,20221017,1665977234,230207
774,20221017,1665977234,70303
775,20221017,1665977234,38515
776,20221017,1665977234,411677
777,20221017,1665977234,566067
778,20221017,1665977234,368320
779,20221017,1665977234,149997
780,20221017,1665977234,464711
781,20221017,1665977234,427560
782,20221017,1665977234,550668
783,20221017,1665977234,540425
784,20221017,1665977234,140940
785,20221017,1665977234,493448
786,20221017,1665977234,485675
787,20221017,1665977234,238946
788,20221017,1665977234,435617
789,20221017,1665977234,9733
790,20221017,1665977234,238943
791,20221017,1665977234,276291
792,20221017,1665977234,430260
793,20221017,1665977234,348807
794,20221017,1665977234,496030
795,20221017,1665977234,395446
796,20221017,1665977234,76566
797,20221017,1665977234,326751
798,20221017,1665977234,168129
799,20221017,1665977234,82944
800,20221017,1665977234,171196
801,20221017,1665977234,134866
802,20221017,1665977234,153042
803,20221017,1665977234,524716
804,20221017,1665977234,218634
805,20221017,1665977234,406335
806,20221017,1665977234,64008
807,20221017,1665977234,400941
808,20221017,1665977234,206684
809,20221017,1665977234,340515
810,20221017,1665977234,16106
811,20221017,1665977234,233031
812,20221017,1665977234,346101
813,20221017,1665977234,137871
814,20221017,1665977234,28944
815,20221017,1665977234,365596
816,20221017,1665977234,183219
817,20221017,1665977234,238947
818,20221017,1665977234,472662
819,20221017,1665977234,334981
820,20221017,1665977234,98379
821,20221017,1665977234,368313
822,20221017,1665977234,451742
823,20221017,1665977234,548099
824,20221017,1665977234,238945
825,20221017,1665977234,119654
826,20221017,1665977234,284888
827,20221017,1665977234,137866
828,20221017,1665977234,304468
829,20221017,1665977234,315751
830,20221017,1665977234,346091
831,20221017,1665977234,522103
832,20221017,1665977234,527301
833,20221017,1665977234,379183
834,20221017,1665977234,550659
835,20221017,1665977234,140920
836,20221017,1665977234,189065
837,20221017,1665977234,411675
838,20221017,1665977234,32117
839,20221017,1665977234,51478
840,20221017,1665977234,414311
841,20221017,1665977234,509055
842,20221017,1665977234,298789
843,20221017,1665977234,92263
844,20221017,1665977234,488213
845,20221017,1665977234,79839
846,20221017,1665977234,128722
847,20221017,1665977234,107547
848,20221017,1665977234,548103
849,20221017,1665977234,343389
850,20221017,1665977234,488212
851,20221017,1665977234,354440
852,20221017,1665977234,532609
853,20221017,1665977234,212738
854,20221017,1665977234,408979
855,20221017,1665977234,542948
856,20221017,1665977234,92269
857,20221017,1665977234,73389
858,20221017,1665977234,221546
859,20221017,1665977234,524717
860,20221017,1665977234,128723
861,20221017,1665977234,496031
862,20221017,1665977234,430209
863,20221017,1665977234,506463
864,20221017,1665977234,267693
865,20221017,1665977234,244730
866,20221017,1665977234,267679
867,20221017,1665977234,360000
868,20221017,1665977234,92252
869,20221017,1665977234,110609
870,20221017,1665977234,238948
871,20221017,1665977234,92255
872,20221017,1665977234,119659
873,20221017,1665977234,16107
874,20221017,1665977234,241883
875,20221017,1665977234,435623
876,20221017,1665977234,3227
877,20221017,1665977234,284887
878,20221017,1665977234,206686
879,20221017,1665977234,6486
880,20221017,1665977234,376549
881,20221017,1665977234,22593
882,20221017,1665977234,545549
883,20221017,1665977234,332270
884,20221017,1665977234,340516
885,20221017,1665977234,221545
886,20221017,1665977234,28945
887,20221017,1665977234,464712
888,20221017,1665977234,262063
889,20221017,1665977234,315759
890,20221017,1665977234,48295
891,20221017,1665977234,101609
892,20221017,1665977234,334976
893,20221017,1665977234,168131
894,20221017,1665977234,558425
895,20221017,1665977234,472657
896,20221017,1665977234,137859
897,20221017,1665977234,537889
898,20221017,1665977234,472665
899,20221017,1665977234,365595
900,20221017,1665977234,48310
901,20221017,1665977234,110608
902,20221017,1665977234,104585
903,20221017,1665977234,238942
904,20221017,1665977234,537893
905,20221017,1665977234,440991
906,20221017,1665977234,398166
907,20221017,1665977234,12972
908,20221017,1665977234,535230
909,20221017,1665977234,189071
910,20221017,1665977234,250583
911,20221017,1665977234,67183
912,20221017,1665977234,332275
913,20221017,1665977234,101599
914,20221017,1665977234,282030
915,20221017,1665977234,35376
916,20221017,1665977234,480561
917,20221017,1665977234,354436
918,20221017,1665977234,119640
919,20221017,1665977234,16110
920,20221017,1665977234,310179
921,20221017,1665977234,86000
922,20221017,1665977234,357219
923,20221017,1665977234,462104
924,20221017,1665977234,191950
925,20221017,1665977234,563512
926,20221017,1665977234,419687
927,20221017,1665977234,270521
928,20221017,1665977234,183221
929,20221017,1665977234,290387
930,20221017,1665977234,440998
931,20221017,1665977234,296039
932,20221017,1665977234,376547
933,20221017,1665977234,343390
934,20221017,1665977234,48302
935,20221017,1665977234,307306
936,20221017,1665977234,537898
937,20221017,1665977234,89130
938,20221017,1665977234,501226
939,20221017,1665977234,290378
940,20221017,1665977234,244727
941,20221017,1665977234,134865
942,20221017,1665977234,279190
943,20221017,1665977234,73403
944,20221017,1665977234,432908
945,20221017,1665977234,432910
946,20221017,1665977234,110603
947,20221017,1665977234,555831
948,20221017,1665977234,159025
949,20221017,1665977234,241886
950,20221017,1665977234,247696
951,20221017,1665977234,221547
952,20221017,1665977234,360001
953,20221017,1665977234,76567
954,20221017,1665977234,354441
955,20221017,1665977234,548104
956,20221017,1665977234,462111
957,20221017,1665977234,244731
958,20221017,1665977234,104586
959,20221017,1665977234,218642
960,20221017,1665977234,522104
961,20221017,1665977234,296040
962,20221017,1665977234,276289
963,20221017,1665977234,365597
964,20221017,1665977234,400942
965,20221017,1665977234,256238
966,20221017,1665977234,16109
967,20221017,1665977234,236071
968,20221017,1665977234,493445
969,20221017,1665977234,99
970,20221017,1665977234,140943
971,20221017,1665977234,156048
972,20221017,1665977234,430244
973,20221017,1665977234,67175
974,20221017,1665977234,64011
975,20221017,1665977234,212749
976,20221017,1665977234,384551
977,20221017,1665977234,159017
978,20221017,1665977234,144003
979,20221017,1665977234,6505
980,20221017,1665977234,101611
981,20221017,1665977234,203739
982,20221017,1665977234,416992
983,20221017,1665977234,503898
984,20221017,1665977234,540433
985,20221017,1665977234,70311
986,20221017,1665977234,113663
987,20221017,1665977234,259152
988,20221017,1665977234,535235
989,20221017,1665977234,535218
990,20221017,1665977234,41766
991,20221017,1665977234,233019
992,20221017,1665977234,467446
993,20221017,1665977234,387343
994,20221017,1665977234,351602
995,20221017,1665977234,93
996,20221017,1665977234,64007
997,20221017,1665977234,501221
